,full_name,stargazers_count,language,description,created_at
0,LAION-AI/Open-Assistant,4233,Jupyter Notebook,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
1,f/awesome-chatgpt-prompts,15375,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
2,acheong08/ChatGPT,9478,Python,Lightweight package for interacting with ChatGPT's API by OpenAI. Uses reverse engineered official API.,2022-12-03
3,sourcegraph/conc,4393,Go,Better structured concurrency for go,2023-01-02
4,transitive-bullshit/chatgpt-api,5283,TypeScript,Node.js client for the unofficial ChatGPT API. 🔥,2022-12-03
5,karpathy/nanoGPT,7521,Jupyter Notebook,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
6,lencx/ChatGPT,4681,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
7,iway1/react-ts-form,1527,TypeScript,,2022-12-25
8,google/comprehensive-rust,6577,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
9,shinework/photoshot,1549,TypeScript,An open-source AI avatar generator web app - https://photoshot.app,2022-12-05
10,humanloop/awesome-chatgpt,4079,,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3",2022-12-04
11,wong2/chat-gpt-google-extension,8529,SCSS,A browser extension to display ChatGPT response alongside search engine results,2022-12-04
12,mpociot/chatgpt-vscode,2654,TypeScript,A VSCode extension that allows you to use ChatGPT,2022-12-03
13,lucidrains/PaLM-rlhf-pytorch,4387,Python,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,2022-12-09
14,fuergaosi233/wechat-chatgpt,5302,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
15,gragland/chatgpt-chrome-extension,1514,JavaScript,A ChatGPT Chrome extension. Integrates ChatGPT into every text box on the internet.,2022-12-04
16,calistus-igwilo/nitda-blockchain-scholarship,3045,HTML,Course materials for the NITDA Blockchain Scholarship,2022-12-10
17,danielgross/whatsapp-gpt,1843,Go,,2022-12-02
18,rawandahmad698/PyChatGPT,2619,Python,"⚡️ Python client for the unofficial ChatGPT API with auto token regeneration, conversation tracking, proxy support and more.",2022-12-05
19,openai/point-e,3944,Python,Point cloud diffusion for 3D model synthesis,2022-12-06
20,m1guelpf/chatgpt-telegram,2327,Go,"Run your own GPTChat Telegram bot, with a single command!",2022-12-04
21,JusticeRage/Gepetto,1769,Python,IDA plugin which queries OpenAI's davinci-003 language model to speed up reverse-engineering,2022-12-04
