,full_name,stargazers_count,language,description,created_at
0,hwchase17/langchain,13342,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
1,lensterxyz/lenster,16766,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
2,huggingface/diffusers,12045,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
3,AUTOMATIC1111/stable-diffusion-webui,51448,Python,Stable Diffusion web UI,2022-08-22
4,karpathy/nanoGPT,15735,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
5,toeverything/AFFiNE,13766,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
6,f/awesome-chatgpt-prompts,48045,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
7,ggerganov/llama.cpp,11633,C,Port of Facebook's LLaMA model in C/C++,2023-03-10
8,terrastruct/d2,11388,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
9,t3-oss/create-t3-app,15611,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
10,LAION-AI/Open-Assistant,19431,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
11,invoke-ai/InvokeAI,12123,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
12,CodeEditApp/CodeEdit,17032,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
13,charliermarsh/ruff,11025,Rust,"An extremely fast Python linter, written in Rust.",2022-08-09
14,yetone/openai-translator,10744,TypeScript,基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用    -    Browser extension and cross-platform desktop application for translation based on ChatGPT API.,2023-03-04
15,PlexPt/awesome-chatgpt-prompts-zh,18627,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
16,acheong08/ChatGPT,21650,Python,Reverse engineered ChatGPT API,2022-12-03
17,ggerganov/whisper.cpp,12106,C,Port of OpenAI's Whisper model in C/C++,2022-09-25
18,microsoft/visual-chatgpt,25145,Python,"Official repo for the paper: Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation Models",2023-03-02
19,motion-canvas/motion-canvas,10218,TypeScript,Visualize Complex Ideas Programmatically,2022-08-03
20,openai/openai-cookbook,20706,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
21,tatsu-lab/stanford_alpaca,12490,Python,"Code and documentation to train Stanford's Alpaca models, and generate the data.",2023-03-10
22,NVIDIA/open-gpu-kernel-modules,12955,C,NVIDIA Linux open GPU kernel module source,2022-05-02
23,pocketbase/pocketbase,21920,Go,Open Source realtime backend in 1 file,2022-07-05
24,android/nowinandroid,10465,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
25,openai/whisper,29138,Python,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
26,google/comprehensive-rust,11037,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
27,dair-ai/Prompt-Engineering-Guide,15841,Jupyter Notebook,":octopus: Guides, papers, lecture, and resources for prompt engineering",2022-12-16
28,samber/lo,10581,Go,"💥  A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",2022-03-02
29,Stability-AI/stablediffusion,14945,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
30,transitive-bullshit/chatgpt-api,11572,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
