,full_name,stargazers_count,language,description,created_at
0,huggingface/diffusers,10920,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
1,terrastruct/d2,11013,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
2,LAION-AI/Open-Assistant,16896,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
3,invoke-ai/InvokeAI,11159,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
4,lensterxyz/lenster,15658,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
5,AUTOMATIC1111/stable-diffusion-webui,38874,Python,Stable Diffusion web UI,2022-08-22
6,Grasscutters/Grasscutter,12594,Java,A server software reimplementation for a certain anime game.,2022-04-17
7,toeverything/AFFiNE,13098,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
8,charmbracelet/gum,12270,Go,A tool for glamorous shell scripts 🎀,2022-06-10
9,CodeEditApp/CodeEdit,16885,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
10,acheong08/ChatGPT,18559,Python,Reverse engineered ChatGPT API,2022-12-03
11,lencx/ChatGPT,17137,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
12,bloomberg/memray,10154,Python,Memray is a memory profiler for Python,2022-04-08
13,f/awesome-chatgpt-prompts,31268,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
14,openai/openai-cookbook,13564,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
15,pocketbase/pocketbase,21311,Go,Open Source realtime backend in 1 file,2022-07-05
16,CompVis/stable-diffusion,42996,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
17,pyscript/pyscript,15481,Python,Home Page: https://pyscript.net  Examples: https://pyscript.net/examples,2022-02-21
18,t3-oss/create-t3-app,14636,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
19,karpathy/nanoGPT,13856,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
20,android/nowinandroid,10096,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
21,wong2/chatgpt-google-extension,10926,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
22,openai/whisper,24726,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
23,google-research/tuning_playbook,16391,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
24,fathyb/carbonyl,11185,Rust,Chromium running inside your terminal,2023-01-20
25,tw93/Pake,11332,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
26,Stability-AI/stablediffusion,12076,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
27,karanpratapsingh/system-design,14761,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
28,NVIDIA/open-gpu-kernel-modules,12910,C,NVIDIA Linux open GPU kernel module source,2022-05-02
29,atelier-anchor/smiley-sans,10224,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
30,The-Run-Philosophy-Organization/run,25249,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
31,sismo-core/sismo-protocol,16154,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
32,WeNeedHome/SummaryOfLoanSuspension,20295,HTML,全国各省市停贷通知汇总,2022-07-12
33,geekan/HowToLiveLonger,21656,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
