,full_name,stargazers_count,language,description,created_at
0,hwchase17/langchain,19033,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
1,toeverything/AFFiNE,13985,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
2,ggerganov/llama.cpp,17553,C,Port of Facebook's LLaMA model in C/C++,2023-03-10
3,invoke-ai/InvokeAI,12640,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
4,binary-husky/chatgpt_academic,18032,Python,科研工作专用ChatGPT拓展，特别优化学术Paper润色体验，支持自定义快捷按钮，支持markdown表格显示，Tex公式双显示，代码显示功能完善，新增本地Python工程剖析功能/自我剖析功能,2023-03-20
5,jerryjliu/llama_index,10170,Python,LlamaIndex (GPT Index) is a project that provides a central interface to connect your LLM's with external data.,2022-11-02
6,getcursor/cursor,11502,TypeScript,An editor made for programming with AI 🤖,2023-03-12
7,PlexPt/awesome-chatgpt-prompts-zh,26317,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
8,twitter/the-algorithm,34274,Scala,Source code for Twitter's Recommendation Algorithm,2023-03-27
9,fuergaosi233/wechat-chatgpt,10714,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
10,LAION-AI/Open-Assistant,20269,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
11,AUTOMATIC1111/stable-diffusion-webui,57087,Python,Stable Diffusion web UI,2022-08-22
12,tatsu-lab/stanford_alpaca,17521,Python,"Code and documentation to train Stanford's Alpaca models, and generate the data.",2023-03-10
13,lencx/ChatGPT,28757,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
14,Chanzhaoyu/chatgpt-web,13478,Vue,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,2023-02-09
15,nomic-ai/gpt4all,16679,Python,"gpt4all: a chatbot trained on a massive collection of clean assistant data including code, stories and dialogue",2023-03-27
16,terrastruct/d2,11605,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
