,full_name,stargazers_count,language,description,created_at
0,toeverything/AFFiNE,13006,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
1,t3-oss/create-t3-app,14522,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
2,lensterxyz/lenster,15392,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
3,AUTOMATIC1111/stable-diffusion-webui,36732,Python,Stable Diffusion web UI,2022-08-22
4,wong2/chatgpt-google-extension,10718,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
5,invoke-ai/InvokeAI,11016,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
6,terrastruct/d2,10946,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
7,LAION-AI/Open-Assistant,16571,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
8,lencx/ChatGPT,16340,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
9,Grasscutters/Grasscutter,12571,Java,A server software reimplementation for a certain anime game.,2022-04-17
10,pyscript/pyscript,15465,Python,Home Page: https://pyscript.net  Examples: https://pyscript.net/examples,2022-02-21
11,android/nowinandroid,10062,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
12,CodeEditApp/CodeEdit,16855,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
13,huggingface/diffusers,10662,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
14,f/awesome-chatgpt-prompts,29602,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
15,openai/openai-cookbook,13263,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
16,acheong08/ChatGPT,17972,Python,Reverse engineered ChatGPT API,2022-12-03
17,karpathy/nanoGPT,13582,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
18,fathyb/carbonyl,11107,Rust,Chromium running inside your terminal,2023-01-20
19,pocketbase/pocketbase,21246,Go,Open Source realtime backend in 1 file,2022-07-05
20,tw93/Pake,11228,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
21,Stability-AI/stablediffusion,11749,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
22,karanpratapsingh/system-design,14733,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
23,CompVis/stable-diffusion,42404,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
24,openai/whisper,24433,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
25,bloomberg/memray,10130,Python,Memray is a memory profiler for Python,2022-04-08
26,google-research/tuning_playbook,16103,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
27,charmbracelet/gum,12235,Go,A tool for glamorous shell scripts 🎀,2022-06-10
28,NVIDIA/open-gpu-kernel-modules,12904,C,NVIDIA Linux open GPU kernel module source,2022-05-02
29,atelier-anchor/smiley-sans,10199,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
30,The-Run-Philosophy-Organization/run,25217,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
31,sismo-core/sismo-protocol,16149,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
32,WeNeedHome/SummaryOfLoanSuspension,20296,HTML,全国各省市停贷通知汇总,2022-07-12
33,geekan/HowToLiveLonger,21580,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
