,full_name,stargazers_count,language,description,created_at
0,f/awesome-chatgpt-prompts,35374,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
1,acheong08/ChatGPT,19661,Python,Reverse engineered ChatGPT API,2022-12-03
2,tw93/Pake,11504,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
3,lensterxyz/lenster,15859,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
4,toeverything/AFFiNE,13318,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
5,huggingface/diffusers,11210,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
6,LAION-AI/Open-Assistant,17596,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
7,terrastruct/d2,11152,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
8,invoke-ai/InvokeAI,11392,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
9,openai/openai-cookbook,14817,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
10,google/comprehensive-rust,10245,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
11,PlexPt/awesome-chatgpt-prompts-zh,10779,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
12,android/nowinandroid,10206,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
13,CodeEditApp/CodeEdit,16923,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
14,t3-oss/create-t3-app,14858,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
15,sismo-core/sismo-protocol,16117,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
16,pocketbase/pocketbase,21501,Go,Open Source realtime backend in 1 file,2022-07-05
17,dair-ai/Prompt-Engineering-Guide,10994,Jupyter Notebook,":octopus: Guides, papers, lecture, and resources for prompt engineering",2022-12-16
18,AUTOMATIC1111/stable-diffusion-webui,42819,Python,Stable Diffusion web UI,2022-08-22
19,lencx/ChatGPT,19016,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
20,bloomberg/memray,10201,Python,Memray is a memory profiler for Python,2022-04-08
21,samber/lo,10062,Go,"💥  A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",2022-03-02
22,google-research/tuning_playbook,16847,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
23,openai/whisper,25978,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
24,CompVis/stable-diffusion,44139,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
25,wong2/chatgpt-google-extension,11177,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
26,NVIDIA/open-gpu-kernel-modules,12917,C,NVIDIA Linux open GPU kernel module source,2022-05-02
27,karpathy/nanoGPT,14233,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
28,lllyasviel/ControlNet,10923,Python,Let us control diffusion models!,2023-02-01
29,charmbracelet/gum,12335,Go,A tool for glamorous shell scripts 🎀,2022-06-10
30,WeNeedHome/SummaryOfLoanSuspension,20287,HTML,全国各省市停贷通知汇总,2022-07-12
31,fathyb/carbonyl,11467,Rust,Chromium running inside your terminal,2023-01-20
32,Grasscutters/Grasscutter,12650,Java,A server software reimplementation for a certain anime game.,2022-04-17
33,Stability-AI/stablediffusion,12784,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
34,karanpratapsingh/system-design,14822,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
35,atelier-anchor/smiley-sans,10457,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
36,The-Run-Philosophy-Organization/run,25306,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
37,geekan/HowToLiveLonger,21821,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
