,full_name,stargazers_count,language,description,created_at
0,phodal/prompt-patterns,363,,Prompt 编写模式：如何将思维框架赋予机器，以设计模式的形式来思考 prompt,2023-02-21
1,Dylan-Perera/Atmosphere-cheat-for-Valorant-ESP-aimbot,507,,,2023-02-24
2,Dylan-Perera/Cheat-for-R6-Atmosphere-ESP-Aimbot,506,,,2023-02-24
3,Dylan-Perera/RobloxInjector-V2.0-BUILD,505,,,2023-02-24
4,Dylan-Perera/Cheat-Crack-RUST-Atmosphere-ESP-Aimbot-Spoofer,506,,,2023-02-24
5,Dylan-Perera/Atmosphere-Cheat-for-Sea-Of-Thieves-AIM-ESP,506,,,2023-02-24
6,Dylan-Perera/Atmosphere-Cheat-for-Stalcraft-WH-Chams-Speedhack-FB,506,,,2023-02-24
7,Dylan-Perera/Rocket-League-Cheat-Atmosphere-Aimbot-ESP-Spoofer-Script,505,,,2023-02-24
8,Dylan-Perera/Apex-Cheat-Atmosphere-Aimbot-ESP-SPoofer,505,,,2023-02-24
9,Dylan-Perera/Private-cheat-Atmosphere-for-ARK-Survival-Evolved,505,,,2023-02-24
10,Dylan-Perera/Atmosphere-Cheat-for-CS-GO-LEGITBOT-ESP,505,,,2023-02-24
11,Dylan-Perera/Atmosphere-Cheat-for-DayZ-VISUAL-SILENT-AIM-STERN,506,,,2023-02-24
12,Dylan-Perera/Atmosphere-FallGuys-PrivateCheat,505,,,2023-02-24
13,Dylan-Perera/Fortnite-Cheat-Atmosphere-Aimbot-ESP,504,,,2023-02-24
14,Dylan-Perera/Atmosphere-Cheat-EFT-Aimbot-ESP-SPoofer,505,,,2023-02-24
15,Dylan-Perera/Genshin-Impact-Cheat-Atmosphere-Hack-Undtected,505,,,2023-02-24
16,Dylan-Perera/Atmosphere-LoL-CHEAT,505,,,2023-02-24
17,Dylan-Perera/COD-MW2-Cheat-Atmosphere-ESP-Aimbot-SPoofer,505,,,2023-02-24
