,full_name,stargazers_count,language,description,created_at
0,dair-ai/Prompt-Engineering-Guide,12339,Jupyter Notebook,":octopus: Guides, papers, lecture, and resources for prompt engineering",2022-12-16
1,tw93/Pake,11969,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
2,charliermarsh/ruff,10113,Rust,"An extremely fast Python linter, written in Rust.",2022-08-09
3,LAION-AI/Open-Assistant,18151,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
4,toeverything/AFFiNE,13461,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
5,lensterxyz/lenster,16018,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
6,transitive-bullshit/chatgpt-api,10579,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
7,openai/openai-cookbook,16572,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
8,huggingface/diffusers,11410,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
9,acheong08/ChatGPT,20326,Python,Reverse engineered ChatGPT API,2022-12-03
10,wong2/chatgpt-google-extension,11421,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
11,f/awesome-chatgpt-prompts,39240,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
12,invoke-ai/InvokeAI,11575,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
13,openai/whisper,26930,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
14,t3-oss/create-t3-app,15175,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
15,CodeEditApp/CodeEdit,16967,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
16,charmbracelet/gum,12374,Go,A tool for glamorous shell scripts 🎀,2022-06-10
17,pocketbase/pocketbase,21593,Go,Open Source realtime backend in 1 file,2022-07-05
18,AUTOMATIC1111/stable-diffusion-webui,45084,Python,Stable Diffusion web UI,2022-08-22
19,terrastruct/d2,11228,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
20,google/comprehensive-rust,10596,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
21,lencx/ChatGPT,20334,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
22,samber/lo,10282,Go,"💥  A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",2022-03-02
23,PlexPt/awesome-chatgpt-prompts-zh,12655,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
24,karpathy/nanoGPT,14447,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
25,bloomberg/memray,10219,Python,Memray is a memory profiler for Python,2022-04-08
26,android/nowinandroid,10280,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
27,lllyasviel/ControlNet,12239,Python,Let us control diffusion models!,2023-02-01
28,CompVis/stable-diffusion,44732,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
29,sismo-core/sismo-protocol,16142,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
30,google-research/tuning_playbook,17069,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
31,NVIDIA/open-gpu-kernel-modules,12923,C,NVIDIA Linux open GPU kernel module source,2022-05-02
32,WeNeedHome/SummaryOfLoanSuspension,20277,HTML,全国各省市停贷通知汇总,2022-07-12
33,fathyb/carbonyl,11536,Rust,Chromium running inside your terminal,2023-01-20
34,Grasscutters/Grasscutter,12684,Java,A server software reimplementation for a certain anime game.,2022-04-17
35,Stability-AI/stablediffusion,13215,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
36,karanpratapsingh/system-design,14875,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
37,atelier-anchor/smiley-sans,10533,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
38,The-Run-Philosophy-Organization/run,25339,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
39,geekan/HowToLiveLonger,21893,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
