,full_name,stargazers_count,language,description,created_at
0,LAION-AI/Open-Assistant,6803,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
1,fathyb/carbonyl,9048,Rust,Chromium running inside your terminal,2023-01-20
2,wong2/chatgpt-google-extension,9147,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
3,immersive-translate/immersive-translate,1530,Makefile,Immersive Dual Web Page Translation Extension - 沉浸式双语网页翻译扩展 ,2022-12-07
4,shadcn/ui,7330,TypeScript,Beautifully designed components built with Radix UI and Tailwind CSS.,2023-01-04
5,TheAppleTucker/backend-GPT,2355,JavaScript,,2023-01-21
6,Mokshit06/typewind,1602,TypeScript,The safety of Typescript with the magic of Tailwind.,2023-01-17
7,f/awesome-chatgpt-prompts,20268,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
8,ai-collection/ai-collection,1982,,The Generative AI Landscape - A Collection of Awesome Generative AI Applications,2023-01-03
9,karpathy/nanoGPT,11509,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
10,Nutlope/restorePhotos,1851,TypeScript,Restoring old and blurry face photos with AI.,2023-01-08
11,acheong08/ChatGPT,11368,Python,Reverse engineered ChatGPT API. Uses official model same as the website.,2022-12-03
12,localsend/localsend,4816,Dart,An open source cross-platform alternative to AirDrop,2022-12-16
13,transitive-bullshit/chatgpt-api,6629,TypeScript,Node.js client for the unofficial ChatGPT API. 🔥,2022-12-03
14,gluon-framework/gluon,2470,JavaScript,"A new framework for creating desktop apps from websites, using system installed browsers and NodeJS",2022-12-07
15,google/comprehensive-rust,8896,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
16,humanloop/awesome-chatgpt,4520,,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3",2022-12-04
17,google-research/tuning_playbook,14263,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
18,dair-ai/Prompt-Engineering-Guide,2229,,:octopus: Guide and resources for prompt engineering,2022-12-16
19,LazyVim/LazyVim,3039,Lua,Neovim config for the lazy,2022-12-30
20,xiaye13579/BBLL,2589,,一个第三方哔哩哔哩TV和Pad客户端，A third-party bilibili client for TV & Pad。,2022-12-12
21,lencx/ChatGPT,8760,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
22,sourcegraph/conc,5430,Go,Better structured concurrency for go,2023-01-02
23,varunshenoy/GraphGPT,1810,JavaScript,Extrapolating knowledge graphs from unstructured text using GPT-3 🕵️‍♂️,2023-01-31
24,fuergaosi233/wechat-chatgpt,5875,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
25,shinework/photoshot,1643,TypeScript,An open-source AI avatar generator web app - https://photoshot.app,2022-12-05
26,steven-tey/precedent,1870,TypeScript,"An opinionated collection of components, hooks, and utilities for your Next.js project.",2023-01-13
27,hiifeng/V2ray-for-Doprax,3162,Dockerfile,"The tool can install v2ray on the Doprax, including VMess and VLess protocols, it will automatically switch IP, you need to fork this projects, read readme.md and run it. Create By ifeng.",2022-12-28
28,AzeemIdrisi/PhoneSploit-Pro,2267,Python,An all-in-one hacking tool to remotely exploit Android devices using ADB and Metasploit-Framework to get a Meterpreter session.,2022-12-24
29,timothybrooks/instruct-pix2pix,3083,Python,,2023-01-09
30,danielgross/whatsapp-gpt,2318,Go,,2022-12-02
31,iway1/react-ts-form,1684,TypeScript,,2022-12-25
32,dair-ai/ML-Papers-Explained,2756,,Explanation to key concepts in ML,2023-01-12
33,lucidrains/PaLM-rlhf-pytorch,4868,Python,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,2022-12-09
34,calistus-igwilo/nitda-blockchain-scholarship,3051,HTML,Course materials for the NITDA Blockchain Scholarship,2022-12-10
35,PlexPt/awesome-chatgpt-prompts-zh,1579,,ChatGPT 中文调教指南。怎么让它听你的话。,2022-12-12
36,midudev/kings-league-project,1517,JavaScript,API y website de la Kings League Infojobs por temas didácticos,2023-01-03
37,m1guelpf/chatgpt-telegram,2592,Go,"Run your own GPTChat Telegram bot, with a single command!",2022-12-04
38,amitshekhariitbhu/go-backend-clean-architecture,1844,Go,"A Go (Golang) Backend Clean Architecture project with Gin, MongoDB, JWT Authentication Middleware, Test, and Docker.",2023-01-08
39,gragland/chatgpt-chrome-extension,1803,JavaScript,A ChatGPT Chrome extension. Integrates ChatGPT into every text box on the internet.,2022-12-04
40,mpociot/chatgpt-vscode,3170,TypeScript,A VSCode extension that allows you to use ChatGPT,2022-12-03
41,rawandahmad698/PyChatGPT,3060,Python,"⚡️ Python client for the unofficial ChatGPT API with auto token regeneration, conversation tracking, proxy support and more.",2022-12-05
42,openai/point-e,4166,Python,Point cloud diffusion for 3D model synthesis,2022-12-06
43,JusticeRage/Gepetto,1812,Python,IDA plugin which queries OpenAI's davinci-003 language model to speed up reverse-engineering,2022-12-04
