,full_name,stargazers_count,language,description,created_at
0,toeverything/AFFiNE,13532,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
1,AUTOMATIC1111/stable-diffusion-webui,45934,Python,Stable Diffusion web UI,2022-08-22
2,lllyasviel/ControlNet,12688,Python,Let us control diffusion models!,2023-02-01
3,google/comprehensive-rust,10653,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
4,acheong08/ChatGPT,20534,Python,Reverse engineered ChatGPT API,2022-12-03
5,f/awesome-chatgpt-prompts,40419,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
6,huggingface/diffusers,11523,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
7,CodeEditApp/CodeEdit,16975,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
8,invoke-ai/InvokeAI,11646,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
9,tw93/Pake,12137,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
10,hwchase17/langchain,10180,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
11,charliermarsh/ruff,10300,Rust,"An extremely fast Python linter, written in Rust.",2022-08-09
12,charmbracelet/gum,12398,Go,A tool for glamorous shell scripts 🎀,2022-06-10
13,terrastruct/d2,11262,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
14,lensterxyz/lenster,16079,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
15,LAION-AI/Open-Assistant,18246,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
16,transitive-bullshit/chatgpt-api,10751,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
17,t3-oss/create-t3-app,15250,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
18,openai/openai-cookbook,17009,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
19,dair-ai/Prompt-Engineering-Guide,12801,Jupyter Notebook,":octopus: Guides, papers, lecture, and resources for prompt engineering",2022-12-16
20,PlexPt/awesome-chatgpt-prompts-zh,13460,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
21,wong2/chatgpt-google-extension,11527,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
22,lencx/ChatGPT,20830,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
23,openai/whisper,27250,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
24,google-research/tuning_playbook,17155,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
25,CompVis/stable-diffusion,45025,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
26,karpathy/nanoGPT,14517,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
27,pocketbase/pocketbase,21633,Go,Open Source realtime backend in 1 file,2022-07-05
28,samber/lo,10328,Go,"💥  A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",2022-03-02
29,bloomberg/memray,10223,Python,Memray is a memory profiler for Python,2022-04-08
30,android/nowinandroid,10314,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
31,sismo-core/sismo-protocol,16150,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
32,NVIDIA/open-gpu-kernel-modules,12924,C,NVIDIA Linux open GPU kernel module source,2022-05-02
33,WeNeedHome/SummaryOfLoanSuspension,20275,HTML,全国各省市停贷通知汇总,2022-07-12
34,fathyb/carbonyl,11562,Rust,Chromium running inside your terminal,2023-01-20
35,Grasscutters/Grasscutter,12700,Java,A server software reimplementation for a certain anime game.,2022-04-17
36,Stability-AI/stablediffusion,13390,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
37,karanpratapsingh/system-design,14896,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
38,atelier-anchor/smiley-sans,10556,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
39,The-Run-Philosophy-Organization/run,25363,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
40,geekan/HowToLiveLonger,21932,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
