,full_name,stargazers_count,language,description,created_at
0,acikkaynak/deprem-yardim-frontend,473,TypeScript,afetharita.com frontend projesi,2023-02-06
1,acikkaynak/deprem-yardim-projesi,696,,,2023-02-06
2,arc53/DocsGPT,1682,Python,GPT-powered chat for documentation search & assistance.,2023-02-02
3,MrMagnif1cent/VALORANT-HACK-AIMBOT-ESP-MORE---Valorant-Cheat-2023-Best-VALORANT-SKINCHANGER,599,,,2023-02-07
4,MrMagnif1cent/RUST-NEW-CHEAT-2023-ESP-AIMBOT-UNDETECTED-FREE,599,,,2023-02-07
5,MrMagnif1cent/-UNDETECTED-BEST-R6-Siege-Cheat-Free-Download-2023,599,,,2023-02-07
6,MrMagnif1cent/UNDETECTED-HACK-FOR-PUBG-AIM-ESP-LOOT-COLORS,599,,,2023-02-07
7,MrMagnif1cent/Call-of-Duty-Warzone-2-Hack-ESP-No-recoil-Unlock-Tool,599,,,2023-02-07
8,MrMagnif1cent/LEAGUE-OF-LEGENDS-HACK-2022-NEW-SCRIPT-FOR-LoL-NO-BAN,599,,,2023-02-07
9,MrMagnif1cent/Genshin-Impact-HACK-PC-UNDETECTED-ESP-Autofarm-Glitch-PRIMOGEM-Cheat-2023,599,,,2023-02-07
10,MrMagnif1cent/EFT-HACK-PRIVATE-ESCAPE-FROM-TARKOV-HACK-CHEATS-AIMBOT-ESP-LOOT-UNDETECTED,599,,,2023-02-07
11,MrMagnif1cent/FORTNITE-HACK-CHEAT---AIM-ESP-UNDETECTED-SOFT-AIM-2023-TUTORIAL-,599,,,2023-02-07
12,MrMagnif1cent/Free-Premium-Dota-2-SkinChanger-Atmosphere-cheats-FREE-Dota-2-SkinChanger-,599,,,2023-02-07
13,MrMagnif1cent/Dead-by-Daylight-Mod-Menu-ESP-UNLOCK-ALL-More-DBD-Hack-Mod-Menu-2023,601,,,2023-02-07
14,MrMagnif1cent/Hack-for-DayZ-AIM-ESP-LOOT-MISC-2023,599,,,2023-02-07
15,MrMagnif1cent/Hack-for-CS-GO-LEGITBOT-ESP-AIM,599,,csgo hacks 2023,2023-02-07
16,MrMagnif1cent/Hack-Battlefield-2042-AIM-ESP-No-Recoil,599,,,2023-02-07
17,MrMagnif1cent/Apex-legend-Hack-Aim-Esp-Wallhack-NoRecoil-Misc,600,,,2023-02-07
18,mattpocock/zod-fetch,370,TypeScript,Simple function for building a type-safe fetcher with Zod,2023-02-06
19,orlp/glidesort,1199,Rust,"A Rust implementation of Glidesort, my stable adaptive quicksort/mergesort hybrid sorting algorithm. ",2023-02-03
20,adamelmore/good-repo,1476,JavaScript,"Preeeeetty, pretty good",2023-02-06
21,CMEPW/BypassAV,661,,This map lists the essential techniques to bypass anti-virus and EDR,2023-02-03
