,full_name,stargazers_count,language,description,created_at
0,IDEA-Research/Grounded-Segment-Anything,459,Jupyter Notebook,"Marrying Grounding DINO with Segment Anything & Stable Diffusion - Detect , Segment and Generate Anything with Text Inputs",2023-04-06
1,yoheinakajima/babyagi,4255,Python,,2023-04-03
2,Instruction-Tuning-with-GPT-4/GPT-4-LLM,494,,,2023-04-06
3,bitloops/ddd-hexagonal-cqrs-es-eda,560,TypeScript,"Complete working example of using Domain Driven Design (DDD), Hexagonal Architecture, CQRS, Event Sourcing (ES), Event Driven Architecture (EDA), Behaviour Driven Development (BDD) using TypeScript and NestJS. Like what you see? Don't forget to star! ⭐ ^^^",2023-04-04
4,nomic-ai/pyllamacpp,430,C++,Official supported Python bindings for llama.cpp + gpt4all,2023-04-03
5,VideoCrafter/VideoCrafter,709,Python,A Toolkit for Text-to-Video Generation and Editing,2023-04-03
6,BuilderIO/ai-shell,370,TypeScript,A CLI that converts natural language to shell commands.,2023-04-05
7,SkalskiP/courses,965,Python,This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI),2023-04-02
8,XiaoliChan/wmiexec-Pro,392,Python,New generation of wmiexec.py,2023-04-04
9,barretlee/cloudflare-proxy,514,JavaScript,Cloudflare Worker 代理请求 ChatGPT API，支持 Stream 流式输出,2023-04-03
10,michael/editable-website,582,Svelte,A SvelteKit template for building CMS-free editable websites ,2023-04-04
11,mpaepper/llm_agents,501,Python,Build agents which are controlled by LLMs,2023-04-04
12,teknium1/GPTeacher,569,,"A collection of modular datasets generated by GPT-4, General-Instruct - Roleplay-Instruct - Code-Instruct - and Toolformer",2023-04-02
13,logankilpatrick/ChatGPT-Plugins-Collection,467,Julia,"An unofficial collection of Plugins for ChatGPT, in any programming language!",2023-04-02
