,full_name,stargazers_count,language,description,created_at
0,curl/trurl,1414,C,trurl is a command line tool for URL parsing and manipulation.,2023-03-31
1,yoheinakajima/babyagi,2377,Python,,2023-04-03
2,project-baize/baize-chatbot,870,Python,Let ChatGPT teach your own chatbot in hours with a single GPU!,2023-03-31
3,mpaepper/llm_agents,437,Python,Build agents which are controlled by LLMs,2023-04-04
4,SkalskiP/courses,584,Python,This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI),2023-04-02
5,barretlee/cloudflare-proxy,405,JavaScript,Cloudflare Worker 代理请求 ChatGPT API，支持 Stream 流式输出,2023-04-03
6,nomic-ai/pyllamacpp,365,C++,Official supported Python bindings for llama.cpp + gpt4all,2023-04-03
7,imClumsyPanda/langchain-ChatGLM,610,Python,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识的 ChatGLM",2023-03-31
8,mckaywrigley/ai-code-translator,1959,TypeScript,Use AI to translate code from one language to another.,2023-03-31
9,teknium1/GPTeacher,521,,"A collection of modular datasets generated by GPT-4, General-Instruct - Roleplay-Instruct - Code-Instruct - and Toolformer",2023-04-02
10,logankilpatrick/ChatGPT-Plugins-Collection,432,Julia,"An unofficial collection of Plugins for ChatGPT, in any programming language!",2023-04-02
