,full_name,stargazers_count,language,description,created_at
0,AUTOMATIC1111/stable-diffusion-webui,53522,Python,Stable Diffusion web UI,2022-08-22
1,LAION-AI/Open-Assistant,19801,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
2,huggingface/diffusers,12239,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
3,invoke-ai/InvokeAI,12282,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
4,ggerganov/llama.cpp,13861,C,Port of Facebook's LLaMA model in C/C++,2023-03-10
5,toeverything/AFFiNE,13845,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
6,acheong08/ChatGPT,22098,Python,Reverse engineered ChatGPT API,2022-12-03
7,yetone/openai-translator,11826,TypeScript,基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用    -    Browser extension and cross-platform desktop application for translation based on ChatGPT API.,2023-03-04
8,lensterxyz/lenster,17455,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
9,karpathy/nanoGPT,16003,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
10,hwchase17/langchain,15431,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
11,charliermarsh/ruff,11160,Rust,"An extremely fast Python linter, written in Rust.",2022-08-09
12,motion-canvas/motion-canvas,10396,TypeScript,Visualize Complex Ideas Programmatically,2022-08-03
13,PlexPt/awesome-chatgpt-prompts-zh,21548,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
14,tw93/Pake,12695,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
15,Chanzhaoyu/chatgpt-web,10342,Vue,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,2023-02-09
16,t3-oss/create-t3-app,15769,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
17,f/awesome-chatgpt-prompts,51744,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
18,terrastruct/d2,11434,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
19,charmbracelet/gum,12576,Go,A tool for glamorous shell scripts 🎀,2022-06-10
20,tatsu-lab/stanford_alpaca,14636,Python,"Code and documentation to train Stanford's Alpaca models, and generate the data.",2023-03-10
21,transitive-bullshit/chatgpt-api,11824,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
22,pocketbase/pocketbase,21991,Go,Open Source realtime backend in 1 file,2022-07-05
23,dair-ai/Prompt-Engineering-Guide,17486,Jupyter Notebook,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",2022-12-16
24,CodeEditApp/CodeEdit,17057,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
25,microsoft/visual-chatgpt,26278,Python,"Official repo for the paper: Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation Models",2023-03-02
26,lencx/ChatGPT,25751,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
27,Grasscutters/Grasscutter,12801,Java,A server software reimplementation for a certain anime game.,2022-04-17
28,facebookresearch/llama,14103,Python,Inference code for LLaMA models,2023-02-14
29,lllyasviel/ControlNet,15075,Python,Let us control diffusion models!,2023-02-01
