,full_name,stargazers_count,language,description,created_at
0,AUTOMATIC1111/stable-diffusion-webui,30387,Python,Stable Diffusion web UI,2022-08-22
1,pocketbase/pocketbase,20562,Go,Open Source realtime backend in 1 file,2022-07-05
2,invoke-ai/InvokeAI,10204,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
3,acheong08/ChatGPT,10425,Python,Lightweight package for interacting with ChatGPT's API by OpenAI. Uses reverse engineered official API.,2022-12-03
4,toeverything/AFFiNE,12517,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
5,lensterxyz/lenster,12445,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
6,pyscript/pyscript,15355,Python,Home Page: https://pyscript.net  Examples: https://pyscript.net/examples,2022-02-21
7,t3-oss/create-t3-app,13882,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
8,terrastruct/d2,10535,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
9,Grasscutters/Grasscutter,12398,Java,A server software reimplementation for a certain anime game.,2022-04-17
10,NVIDIA/open-gpu-kernel-modules,12859,C,NVIDIA Linux open GPU kernel module source,2022-05-02
11,karpathy/nanoGPT,10374,Jupyter Notebook,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
12,f/awesome-chatgpt-prompts,19334,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
13,AykutSarac/jsoncrack.com,21649,TypeScript,"🔮 Seamlessly visualize your JSON data instantly into graphs; paste, import or fetch!",2022-01-30
14,tw93/Pake,10267,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
15,openai/openai-cookbook,10598,Python,Examples and guides for using the OpenAI API,2022-03-11
16,charmbracelet/gum,12044,Go,A tool for glamorous shell scripts 🎀,2022-06-10
17,CodeEditApp/CodeEdit,16432,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
18,google-research/tuning_playbook,13039,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
19,The-Run-Philosophy-Organization/run,25025,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
20,openai/whisper,22409,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
21,sismo-core/sismo-protocol,15948,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
22,NVlabs/instant-ngp,10919,Cuda,Instant neural graphics primitives: lightning fast NeRF and more,2022-01-05
23,CompVis/stable-diffusion,40182,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
24,Stability-AI/stablediffusion,10518,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
25,bloomberg/memray,10036,Python,Memray is a memory profiler for Python,2022-04-08
26,karanpratapsingh/system-design,14375,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
27,WeNeedHome/SummaryOfLoanSuspension,20337,HTML,全国各省市停贷通知汇总,2022-07-12
28,geekan/HowToLiveLonger,20330,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
