,full_name,stargazers_count,language,description,created_at
0,Torantulino/Auto-GPT,19950,Python,An experimental open-source attempt to make GPT-4 fully autonomous.,2023-03-16
1,jerryjliu/llama_index,11787,Python,LlamaIndex (GPT Index) is a project that provides a central interface to connect your LLM's with external data.,2022-11-02
2,hwchase17/langchain,23499,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
3,Chanzhaoyu/chatgpt-web,16197,Vue,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,2023-02-09
4,LAION-AI/Open-Assistant,21620,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
5,openai/chatgpt-retrieval-plugin,13554,Python,The ChatGPT Retrieval Plugin lets you easily search and find personal or work documents by asking questions in everyday language.,2023-03-23
6,Yidadaa/ChatGPT-Next-Web,14063,TypeScript,One-Click to deploy well-designed ChatGPT web UI on Vercel. 一键拥有你自己的 ChatGPT 网页服务。,2023-03-10
7,lm-sys/FastChat,11703,Python,"The release repo for ""Vicuna: An Open Chatbot Impressing GPT-4""",2023-03-19
8,PlexPt/awesome-chatgpt-prompts-zh,29344,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
9,huggingface/diffusers,13148,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
10,invoke-ai/InvokeAI,13003,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
11,tw93/Pake,13225,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
12,toeverything/AFFiNE,14129,TypeScript,"There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
13,charliermarsh/ruff,11718,Rust,"An extremely fast Python linter, written in Rust.",2022-08-09
14,twitter/the-algorithm,53250,Scala,Source code for Twitter's Recommendation Algorithm,2023-03-27
15,microsoft/JARVIS,14101,Python,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",2023-03-30
16,binary-husky/chatgpt_academic,25006,Python,科研工作专用ChatGPT拓展，特别优化学术Paper润色体验，支持自定义快捷按钮，支持自定义函数插件，支持markdown表格显示，Tex公式双显示，代码显示功能完善，新增本地Python/C++/Go项目树剖析功能/项目源代码自译解能力，新增PDF和Word文献批量总结功能/PDF论文全文翻译功能,2023-03-20
17,Grasscutters/Grasscutter,12934,Java,A server software reimplementation for a certain anime game.,2022-04-17
18,tatsu-lab/stanford_alpaca,19523,Python,"Code and documentation to train Stanford's Alpaca models, and generate the data.",2023-03-10
19,f/awesome-chatgpt-prompts,63306,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
20,terrastruct/d2,12872,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
21,AUTOMATIC1111/stable-diffusion-webui,61502,Python,Stable Diffusion web UI,2022-08-22
22,acheong08/ChatGPT,23444,Python,Reverse engineered ChatGPT API,2022-12-03
23,nomic-ai/gpt4all,26391,Python,"gpt4all: an ecosystem of open-source chatbots trained on a massive collections of clean assistant data including code, stories and dialogue",2023-03-27
24,ggerganov/llama.cpp,21199,C,Port of Facebook's LLaMA model in C/C++,2023-03-10
25,dair-ai/Prompt-Engineering-Guide,23434,Jupyter Notebook,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",2022-12-16
26,THUDM/ChatGLM-6B,15326,Python,ChatGLM-6B：开源双语对话语言模型  | An Open Bilingual Dialogue Language Model,2023-03-13
27,shadcn/ui,10871,TypeScript,Beautifully designed components built with Radix UI and Tailwind CSS.,2023-01-04
28,facebookresearch/segment-anything,22034,Jupyter Notebook,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",2023-03-23
29,t3-oss/create-t3-app,16270,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
30,ggerganov/whisper.cpp,15156,C,Port of OpenAI's Whisper model in C/C++,2022-09-25
31,microsoft/visual-chatgpt,30182,Python,"Official repo for the paper: Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation Models",2023-03-02
32,yetone/openai-translator,14209,TypeScript,基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用    -    Browser extension and cross-platform desktop application for translation based on ChatGPT API.,2023-03-04
33,motion-canvas/motion-canvas,11041,TypeScript,Visualize Complex Ideas Programmatically,2022-08-03
34,fuergaosi233/wechat-chatgpt,11025,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
35,transitive-bullshit/chatgpt-api,12687,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
36,upscayl/upscayl,11282,TypeScript,"🆙 Upscayl - Free and Open Source AI Image Upscaler for Linux, MacOS and Windows built with Linux-First philosophy.",2022-07-30
37,facebookresearch/llama,17309,Python,Inference code for LLaMA models,2023-02-14
38,openai/whisper,32098,Python,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
39,wong2/chatgpt-google-extension,12745,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
40,lllyasviel/ControlNet,16617,Python,Let us control diffusion models!,2023-02-01
41,getcursor/cursor,13351,TypeScript,An editor made for programming with AI 🤖,2023-03-12
42,apple/ml-stable-diffusion,10801,Python,Stable Diffusion with Core ML on Apple Silicon,2022-11-16
43,google/comprehensive-rust,11227,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
44,charmbracelet/vhs,10399,Go,Your CLI home video recorder 📼,2022-07-19
45,charmbracelet/gum,12833,Go,A tool for glamorous shell scripts 🎀,2022-06-10
46,pocketbase/pocketbase,22373,Go,Open Source realtime backend in 1 file,2022-07-05
47,android/nowinandroid,10744,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
48,karpathy/nanoGPT,17216,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
49,lencx/ChatGPT,30790,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
50,fauxpilot/fauxpilot,10898,Python,FauxPilot - an open-source alternative to GitHub Copilot server,2022-08-03
51,Stability-AI/stablediffusion,18168,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
52,geekan/HowToLiveLonger,22495,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
53,base-org/node,28458,Shell,Everything required to run your own Base node,2023-02-01
54,CompVis/stable-diffusion,50164,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
55,WeNeedHome/SummaryOfLoanSuspension,20238,HTML,全国各省市停贷通知汇总,2022-07-12
56,mouredev/Hello-Python,11089,Python,"Curso para aprender el lenguaje de programación Python desde cero y para principiantes. Más de 30 clases, 25 horas en vídeo, código y grupo de chat. Desde sus fundamentos hasta la creación de un API Backend con base de datos y más...",2022-08-03
57,NVIDIA/open-gpu-kernel-modules,13005,C,NVIDIA Linux open GPU kernel module source,2022-05-02
58,fathyb/carbonyl,12030,Rust,Chromium running inside your terminal,2023-01-20
59,InterviewReady/system-design-resources,10079,,These are the best resources for System Design on the Internet,2022-05-19
60,karanpratapsingh/system-design,15146,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
61,bloomberg/memray,10358,Python,Memray is a memory profiler for Python,2022-04-08
62,google-research/tuning_playbook,17993,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
63,sismo-core/sismo-badges,16153,TypeScript,Contracts of the Sismo Badge Minting Protocol ,2022-06-16
64,atelier-anchor/smiley-sans,10829,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
65,The-Run-Philosophy-Organization/run,25600,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
