,full_name,stargazers_count,language,description,created_at
0,karpathy/nanoGPT,10203,Jupyter Notebook,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
1,krahets/hello-algo,6684,Java,"《Hello 算法》一本动画图解、能运行、可提问的数据结构与算法入门书。提供 Java, C++, Python, Go, JS, TS, C# 源代码。",2022-11-04
2,shadcn/ui,6622,TypeScript,Beautifully designed components built with Radix UI and Tailwind CSS.,2023-01-04
3,f/awesome-chatgpt-prompts,19002,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
4,google/comprehensive-rust,8701,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
5,hwchase17/langchain,5028,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
6,pynecone-io/pynecone,4095,Python,🕸 Web apps in pure Python 🐍,2022-10-25
7,book-searcher-org/book-searcher,4792,TypeScript,"Easy and fast book searcher, create and search your private library.",2022-11-24
8,google/osv-scanner,4369,Go,Vulnerability scanner written in Go which uses the data provided by https://osv.dev,2022-11-14
9,google-research/tuning_playbook,12698,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
10,LAION-AI/Open-Assistant,6040,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
11,jart/blink,4137,C,tiniest x86-64-linux emulator,2022-11-03
12,tw93/Pake,10187,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
13,apple/ml-stable-diffusion,5118,Python,Stable Diffusion with Core ML on Apple Silicon,2022-11-16
14,lencx/ChatGPT,6943,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
15,openblocks-dev/openblocks,4030,TypeScript,🔥 🔥 🔥 The Open Source Retool Alternative,2022-11-14
16,wong2/chatgpt-google-extension,8939,SCSS,A browser extension that enhance search engines with ChatGPT,2022-12-04
17,humanloop/awesome-chatgpt,4405,,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3",2022-12-04
18,shadcn/taxonomy,3989,TypeScript,"An open source application built using the new router, server components and everything new in Next.js 13.",2022-10-18
19,acheong08/ChatGPT,10324,Python,Lightweight package for interacting with ChatGPT's API by OpenAI. Uses reverse engineered official API.,2022-12-03
20,milanm/DevOps-Roadmap,3978,,DevOps Roadmap for 2022. with learning resources,2022-10-23
21,lucidrains/PaLM-rlhf-pytorch,4742,Python,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,2022-12-09
22,score-spec/spec,7388,,The Score Specification provides a developer-centric and platform-agnostic Workload specification to improve developer productivity and experience. It eliminates configuration inconsistencies between environments.,2022-10-31
23,calistus-igwilo/nitda-blockchain-scholarship,3050,HTML,Course materials for the NITDA Blockchain Scholarship,2022-12-10
24,sourcegraph/conc,5057,Go,Better structured concurrency for go,2023-01-02
25,Stability-AI/stablediffusion,10439,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
26,transitive-bullshit/chatgpt-api,5837,TypeScript,Node.js client for the unofficial ChatGPT API. 🔥,2022-12-03
27,vincelwt/chatgpt-mac,3212,JavaScript,"ChatGPT for Mac, living in your menubar.",2022-12-01
28,fuergaosi233/wechat-chatgpt,5498,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
29,atelier-anchor/smiley-sans,9835,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
30,openai/point-e,4114,Python,Point cloud diffusion for 3D model synthesis,2022-12-06
31,ashawkey/stable-dreamfusion,3634,Python,"A pytorch implementation of text-to-3D dreamfusion, powered by stable diffusion.",2022-10-06
32,mli/autocut,3500,Python,用文本编辑器剪视频,2022-10-28
