,full_name,stargazers_count,language,description,created_at
0,LAION-AI/Open-Assistant,14387,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
1,lensterxyz/lenster,13582,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
2,f/awesome-chatgpt-prompts,23756,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
3,acheong08/ChatGPT,15140,Python,Reverse engineered ChatGPT API,2022-12-03
4,huggingface/diffusers,10202,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
5,terrastruct/d2,10820,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
6,AUTOMATIC1111/stable-diffusion-webui,31956,Python,Stable Diffusion web UI,2022-08-22
7,invoke-ai/InvokeAI,10527,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
8,google-research/tuning_playbook,15220,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
9,t3-oss/create-t3-app,14257,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
10,openai/openai-cookbook,12227,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
11,toeverything/AFFiNE,12703,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
12,fathyb/carbonyl,10496,Rust,Chromium running inside your terminal,2023-01-20
13,karpathy/nanoGPT,12475,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
14,bloomberg/memray,10092,Python,Memray is a memory profiler for Python,2022-04-08
15,Grasscutters/Grasscutter,12491,Java,A server software reimplementation for a certain anime game.,2022-04-17
16,pocketbase/pocketbase,20993,Go,Open Source realtime backend in 1 file,2022-07-05
17,pyscript/pyscript,15413,Python,Home Page: https://pyscript.net  Examples: https://pyscript.net/examples,2022-02-21
18,Stability-AI/stablediffusion,11059,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
19,charmbracelet/gum,12162,Go,A tool for glamorous shell scripts 🎀,2022-06-10
20,CompVis/stable-diffusion,41033,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
21,NVIDIA/open-gpu-kernel-modules,12887,C,NVIDIA Linux open GPU kernel module source,2022-05-02
22,CodeEditApp/CodeEdit,16497,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
23,tw93/Pake,10913,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
24,lencx/ChatGPT,12900,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
25,openai/whisper,23436,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
26,atelier-anchor/smiley-sans,10083,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
27,The-Run-Philosophy-Organization/run,25138,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
28,sismo-core/sismo-protocol,16030,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
29,karanpratapsingh/system-design,14640,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
30,WeNeedHome/SummaryOfLoanSuspension,20315,HTML,全国各省市停贷通知汇总,2022-07-12
31,geekan/HowToLiveLonger,21188,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
