,full_name,stargazers_count,language,description,created_at
0,cocktailpeanut/dalai,4318,JavaScript,The simplest way to run LLaMA on your local machine,2023-03-12
1,xx025/carrot,3826,,这儿为你准备了众多免费好用的ChatGPT镜像站点，当前84个点,2023-03-05
2,openai/evals,5976,Python,Evals is a framework for evaluating OpenAI models and an open-source registry of benchmarks.,2023-01-23
3,yetone/openai-translator,10300,TypeScript,基于 ChatGPT API 的划词翻译浏览器插件和跨平台桌面端应用    -    Browser extension and cross-platform desktop application for translation based on ChatGPT API.,2023-03-04
4,comfyanonymous/ComfyUI,3004,Python,A powerful and modular stable diffusion GUI with a graph/nodes interface.,2023-01-17
5,pgrok/pgrok,1979,Go,Poor man's ngrok - a multi-tenant HTTP reverse tunnel solution through SSH remote port forwarding,2023-03-08
6,GaiZhenbiao/ChuanhuChatGPT,3197,Python,GUI for ChatGPT API,2023-03-02
7,tloen/alpaca-lora,4196,Jupyter Notebook,Instruct-tune LLaMA on consumer hardware,2023-03-13
8,Chanzhaoyu/chatgpt-web,8534,Vue,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,2023-02-09
9,THUDM/ChatGLM-6B,7315,Python,ChatGLM-6B：开源双语对话语言模型  | An Open Bilingual Dialogue Language Model,2023-03-13
10,mouredev/retos-programacion-2023,1846,Python,Ejercicios de código semanales en 2023 de la comunidad MoureDev para practicar lógica en cualquier lenguaje de programación.,2022-12-22
11,fuergaosi233/wechat-chatgpt,9784,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
12,askrella/whatsapp-chatgpt,2160,TypeScript,ChatGPT + DALL-E + WhatsApp = AI Assistant :rocket: :robot:,2022-12-08
13,Mikubill/sd-webui-controlnet,5084,Python,WebUI extension for ControlNet,2023-02-12
14,microsoft/semantic-kernel,2112,C#,Integrate cutting-edge LLM technology quickly and easily into your apps,2023-02-27
15,gencay/vscode-chatgpt,1834,TypeScript,An unofficial Visual Studio Code - OpenAI ChatGPT integration,2022-12-06
16,josStorer/chatGPTBox,2200,JavaScript,"Integrating ChatGPT into your browser deeply, everything you need is here",2023-03-15
17,LAION-AI/Open-Assistant,19267,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
18,LazyVim/LazyVim,4330,Lua,Neovim config for the lazy,2022-12-30
19,togethercomputer/OpenChatKit,6188,Python,,2023-03-03
20,RockChinQ/QChatGPT,1529,Python,高稳定性、低耦合、支持插件、适配多种模型的 ChatGPT、New Bing QQ 机器人 [已支持 GPT-4 🎉],2022-12-07
21,ddiu8081/chatgpt-demo,4949,TypeScript,A demo repo based on OpenAI API (gpt-3.5-turbo),2023-03-02
22,Nutlope/aicommits,4114,TypeScript,A CLI that writes your git commit messages for you with AI,2023-02-14
23,waylaidwanderer/node-chatgpt-api,2422,JavaScript,"A client implementation for ChatGPT and Bing AI. Available as a Node.js module, REST API server, and CLI app.",2023-01-07
24,TBXark/ChatGPT-Telegram-Workers,2063,JavaScript,Deploy your own Telegram ChatGPT bot on Cloudflare Workers with ease.,2023-03-03
25,mouredev/hello-git,2188,,Curso para aprender a trabajar con el sistema de control de versiones Git y la plataforma GitHub desde cero y para principiantes. Elaborado durante las emisiones en directo desde Twitch de MoureDev.,2023-01-04
26,tiann/KernelSU,1809,C,A Kernel based root solution for Android,2022-12-09
27,chathub-dev/chathub,2025,TypeScript,All-in-one chatbot client,2023-03-04
28,kaixindelele/ChatPaper,3044,Python,Use ChatGPT to summarize the arXiv papers.,2023-03-08
