,full_name,stargazers_count,language,description,created_at
0,f/awesome-chatgpt-prompts,14612,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
1,t3-oss/create-t3-app,13003,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
2,sismo-core/sismo-protocol,12557,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
3,pocketbase/pocketbase,19623,Go,Open Source realtime backend in 1 file,2022-07-05
4,AUTOMATIC1111/stable-diffusion-webui,28099,Python,Stable Diffusion web UI,2022-08-22
5,pyscript/pyscript,15282,Python,Home Page: https://pyscript.net  Examples: https://pyscript.net/examples,2022-02-21
6,toeverything/AFFiNE,12151,TypeScript,"There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
7,NVlabs/instant-ngp,10727,Cuda,Instant neural graphics primitives: lightning fast NeRF and more,2022-01-05
8,lensterxyz/lenster,11941,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
9,CodeEditApp/CodeEdit,16215,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
10,Grasscutters/Grasscutter,12213,Java,A server software reimplementation for a certain anime game.,2022-04-17
11,openai/whisper,20732,Jupyter Notebook,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
12,AykutSarac/jsoncrack.com,21373,TypeScript,"🔮 Seamlessly visualize your JSON data instantly into graphs; paste, import or fetch!",2022-01-30
13,WeNeedHome/SummaryOfLoanSuspension,20346,HTML,全国各省市停贷通知汇总,2022-07-12
14,charmbracelet/gum,11764,Go,A tool for glamorous shell scripts 🎀,2022-06-10
15,CompVis/stable-diffusion,39032,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
16,NVIDIA/open-gpu-kernel-modules,12808,C,NVIDIA Linux open GPU kernel module source,2022-05-02
17,The-Run-Philosophy-Organization/run,24862,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
18,karanpratapsingh/system-design,14191,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
19,geekan/HowToLiveLonger,20087,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
