,full_name,stargazers_count,language,description,created_at
0,dair-ai/Prompt-Engineering-Guide,11781,Jupyter Notebook,":octopus: Guides, papers, lecture, and resources for prompt engineering",2022-12-16
1,immersive-translate/immersive-translate,3333,Makefile,Immersive Dual Web Page Translation Extension - 沉浸式双语网页翻译扩展 ,2022-12-07
2,transitive-bullshit/chatgpt-api,10343,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
3,LAION-AI/Open-Assistant,17895,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
4,LazyVim/LazyVim,4078,Lua,Neovim config for the lazy,2022-12-30
5,Mikubill/sd-webui-controlnet,4057,Python,WebUI extension for ControlNet,2023-02-12
6,acheong08/ChatGPT,20052,Python,Reverse engineered ChatGPT API,2022-12-03
7,localsend/localsend,8308,Dart,An open source cross-platform alternative to AirDrop,2022-12-16
8,Chanzhaoyu/chatgpt-web,4046,Vue,用 Express 和  Vue3 搭建的 ChatGPT 演示网页,2023-02-09
9,Nutlope/aicommits,3340,TypeScript,A CLI that writes your git commit messages for you with AI,2023-02-14
10,lencx/ChatGPT,19763,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
11,BlinkDL/ChatRWKV,3017,Python,"ChatRWKV is like ChatGPT but powered by RWKV (100% RNN) language model, and open source.",2023-01-13
12,Nutlope/roomGPT,3132,TypeScript,Upload a photo of your room to generate your dream room with AI.,2023-02-21
13,Kanaries/pygwalker,4204,Jupyter Notebook,PyGWalker: Turn your pandas dataframe into a Tableau-style User Interface for visual analysis,2023-02-16
14,FMInference/FlexGen,6253,Python,Throughput-oriented systems for large language models on commodity GPUs.,2023-02-15
15,m1guelpf/chatgpt-telegram,3232,Go,"Run your own GPTChat Telegram bot, with a single command!",2022-12-04
16,lllyasviel/ControlNet,11745,Python,Let us control diffusion models!,2023-02-01
17,f/awesome-chatgpt-prompts,37549,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
18,total-typescript/ts-reset,4625,TypeScript,"A 'CSS reset' for TypeScript, improving types for common JavaScript API's",2023-02-19
19,natemoo-re/clack,3111,TypeScript,Effortlessly build beautiful command-line apps,2023-02-08
20,facebookresearch/llama,7534,Python,Inference code for LLaMA models,2023-02-14
21,DvorakDwarf/Infinite-Storage-Glitch,8285,Rust,"ISG lets you use YouTube as cloud storage for ANY files, not just video",2023-02-14
22,karpathy/nanoGPT,14361,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
23,google/comprehensive-rust,10509,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
24,PlexPt/awesome-chatgpt-prompts-zh,11721,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
25,mrsked/mrsk,3012,Ruby,Deploy web apps anywhere.,2023-01-07
26,memochou1993/gpt-ai-assistant,3678,JavaScript,OpenAI + LINE + Vercel = GPT AI Assistant,2022-12-09
27,lucidrains/PaLM-rlhf-pytorch,5554,Python,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,2022-12-09
28,humanloop/awesome-chatgpt,5518,,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3",2022-12-04
29,shadcn/ui,8704,TypeScript,Beautifully designed components built with Radix UI and Tailwind CSS.,2023-01-04
30,xiaye13579/BBLL,3364,,一个第三方哔哩哔哩TV和Pad客户端，A third-party bilibili client for TV & Pad。,2022-12-12
31,hiifeng/V2ray-for-Doprax,5607,Dockerfile,"The tool can install v2ray on the Doprax, including VMess and VLess protocols, it will automatically switch IP, you need to fork this projects, read readme.md and run it. Create By ifeng.",2022-12-28
32,sourcegraph/conc,6187,Go,Better structured concurrency for go,2023-01-02
33,fuergaosi233/wechat-chatgpt,8916,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
34,AutumnWhj/ChatGPT-wechat-bot,3069,TypeScript,ChatGPT for wechat https://github.com/AutumnWhj/ChatGPT-wechat-bot,2022-12-05
35,dair-ai/ML-Papers-Explained,3149,,Explanation to key concepts in ML,2023-01-12
36,google-research/tuning_playbook,16984,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
37,wong2/chatgpt-google-extension,11288,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
38,fathyb/carbonyl,11505,Rust,Chromium running inside your terminal,2023-01-20
39,mpociot/chatgpt-vscode,3624,TypeScript,A VSCode extension that allows you to use ChatGPT,2022-12-03
40,openai/point-e,4534,Python,Point cloud diffusion for 3D model synthesis,2022-12-06
41,timothybrooks/instruct-pix2pix,3650,Python,,2023-01-09
42,calistus-igwilo/nitda-blockchain-scholarship,3062,HTML,Course materials for the NITDA Blockchain Scholarship,2022-12-10
43,rawandahmad698/PyChatGPT,3606,Python,"⚡️ Python client for the unofficial ChatGPT API with auto token regeneration, conversation tracking, proxy support and more.",2022-12-05
