,full_name,stargazers_count,language,description,created_at
0,invoke-ai/InvokeAI,11932,Jupyter Notebook,"InvokeAI is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, supports terminal use through a CLI, and serves as the foundation for multiple commercial products.",2022-08-17
1,acheong08/ChatGPT,21344,Python,Reverse engineered ChatGPT API,2022-12-03
2,toeverything/AFFiNE,13705,TypeScript," There can be more than Notion and Miro. AFFiNE is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",2022-07-31
3,AUTOMATIC1111/stable-diffusion-webui,49613,Python,Stable Diffusion web UI,2022-08-22
4,charliermarsh/ruff,10903,Rust,"An extremely fast Python linter, written in Rust.",2022-08-09
5,hwchase17/langchain,12036,Python,⚡ Building applications with LLMs through composability ⚡,2022-10-17
6,lensterxyz/lenster,16369,TypeScript,"Lenster is a decentralized, and permissionless social media app built with Lens Protocol 🌿 ",2022-03-19
7,CodeEditApp/CodeEdit,17027,Swift,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever.",2022-03-10
8,f/awesome-chatgpt-prompts,44935,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
9,motion-canvas/motion-canvas,10053,TypeScript,Visualize Complex Ideas Programmatically,2022-08-03
10,LAION-AI/Open-Assistant,18999,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
11,upscayl/upscayl,10537,TypeScript,"🆙 Upscayl - Free and Open Source AI Image Upscaler for Linux, MacOS and Windows built with Linux-First philosophy.",2022-07-30
12,tw93/Pake,12457,Rust,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 很简单的用 Rust 打包网页生成很小的桌面 App,2022-10-14
13,huggingface/diffusers,11871,Python,🤗 Diffusers: State-of-the-art diffusion models for image and audio generation in PyTorch,2022-05-30
14,terrastruct/d2,11353,Go,D2 is a modern diagram scripting language that turns text to diagrams.,2022-09-05
15,ggerganov/whisper.cpp,11728,C,Port of OpenAI's Whisper model in C/C++,2022-09-25
16,Stability-AI/stablediffusion,14241,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
17,facebookresearch/llama,12371,Python,Inference code for LLaMA models,2023-02-14
18,pocketbase/pocketbase,21866,Go,Open Source realtime backend in 1 file,2022-07-05
19,PlexPt/awesome-chatgpt-prompts-zh,16063,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
20,transitive-bullshit/chatgpt-api,11325,TypeScript,Node.js client for the official ChatGPT API. 🔥,2022-12-03
21,lllyasviel/ControlNet,14172,Python,Let us control diffusion models!,2023-02-01
22,openai/openai-cookbook,19746,Jupyter Notebook,Examples and guides for using the OpenAI API,2022-03-11
23,openai/whisper,28644,Python,Robust Speech Recognition via Large-Scale Weak Supervision,2022-09-16
24,android/nowinandroid,10428,Kotlin,A fully functional Android app built entirely with Kotlin and Jetpack Compose,2022-04-19
25,t3-oss/create-t3-app,15513,TypeScript,"The best way to start a full-stack, typesafe Next.js app ",2022-05-24
26,google/comprehensive-rust,10948,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
27,microsoft/visual-chatgpt,22712,Python,"Official repo for the paper: Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation Models",2023-03-02
28,dair-ai/Prompt-Engineering-Guide,14400,Jupyter Notebook,":octopus: Guides, papers, lecture, and resources for prompt engineering",2022-12-16
29,google-research/tuning_playbook,17493,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
30,sismo-core/sismo-protocol,16192,TypeScript,Contracts of the Sismo Attestation Protocol ,2022-06-16
31,lencx/ChatGPT,23186,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
32,base-org/node,18562,Shell,Everything required to run your own Base node,2023-02-01
33,bloomberg/memray,10253,Python,Memray is a memory profiler for Python,2022-04-08
34,charmbracelet/gum,12492,Go,A tool for glamorous shell scripts 🎀,2022-06-10
35,karpathy/nanoGPT,15423,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
36,samber/lo,10480,Go,"💥  A Lodash-style Go library based on Go 1.18+ Generics (map, filter, contains, find...)",2022-03-02
37,CompVis/stable-diffusion,46330,Jupyter Notebook,A latent text-to-image diffusion model,2022-08-10
38,Grasscutters/Grasscutter,12757,Java,A server software reimplementation for a certain anime game.,2022-04-17
39,NVIDIA/open-gpu-kernel-modules,12940,C,NVIDIA Linux open GPU kernel module source,2022-05-02
40,wong2/chatgpt-google-extension,12104,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
41,WeNeedHome/SummaryOfLoanSuspension,20267,HTML,全国各省市停贷通知汇总,2022-07-12
42,fathyb/carbonyl,11651,Rust,Chromium running inside your terminal,2023-01-20
43,karanpratapsingh/system-design,14961,,Learn how to design systems at scale and prepare for system design interviews,2022-08-15
44,atelier-anchor/smiley-sans,10638,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
45,The-Run-Philosophy-Organization/run,25413,,润学全球官方指定GITHUB，整理润学宗旨、纲领、理论和各类润之实例；解决为什么润，润去哪里，怎么润三大问题； 并成为新中国人的核心宗教，核心信念。,2022-04-10
46,geekan/HowToLiveLonger,22072,,程序员延寿指南 | A programmer's guide to live longer,2022-04-16
