,full_name,stargazers_count,language,description,created_at
0,PlexPt/awesome-chatgpt-prompts-zh,4640,,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,2022-12-12
1,Stability-AI/stablediffusion,10954,Python,High-Resolution Image Synthesis with Latent Diffusion Models,2022-11-23
2,LAION-AI/Open-Assistant,13521,Python,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",2022-12-13
3,jerryjliu/gpt_index,3523,Python,GPT Index is a project consisting of a set of data structures designed to make it easier to use large external knowledge bases with LLMs.,2022-11-02
4,jart/blink,4721,C,tiniest x86-64-linux emulator,2022-11-03
5,hiifeng/V2ray-for-Doprax,3610,Dockerfile,"The tool can install v2ray on the Doprax, including VMess and VLess protocols, it will automatically switch IP, you need to fork this projects, read readme.md and run it. Create By ifeng.",2022-12-28
6,wong2/chatgpt-google-extension,9543,TypeScript,A browser extension that enhance search engines with ChatGPT,2022-12-04
7,google/comprehensive-rust,8974,Rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust to everyone.,2022-12-21
8,openblocks-dev/openblocks,4089,TypeScript,🔥 🔥 🔥 The Open Source Retool Alternative,2022-11-14
9,fathyb/carbonyl,10076,Rust,Chromium running inside your terminal,2023-01-20
10,google/osv-scanner,4461,Go,Vulnerability scanner written in Go which uses the data provided by https://osv.dev,2022-11-14
11,acheong08/ChatGPT,14526,Python,Reverse engineered ChatGPT API,2022-12-03
12,fuergaosi233/wechat-chatgpt,6821,TypeScript,Use ChatGPT On Wechat via wechaty,2022-12-06
13,f/awesome-chatgpt-prompts,22699,HTML,This repo includes ChatGPT prompt curation to use ChatGPT better.,2022-12-05
14,krahets/hello-algo,7907,Java,"《Hello 算法》一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift 等语言。",2022-11-04
15,localsend/localsend,5340,Dart,An open source cross-platform alternative to AirDrop,2022-12-16
16,apple/ml-stable-diffusion,5280,Python,Stable Diffusion with Core ML on Apple Silicon,2022-11-16
17,shadcn/ui,7757,TypeScript,Beautifully designed components built with Radix UI and Tailwind CSS.,2023-01-04
18,techiescamp/kubernetes-learning-path,3896,,A roadmap to learn Kubernetes from scratch (Beginner to Advanced level),2022-11-16
19,transitive-bullshit/chatgpt-api,7508,TypeScript,Node.js client for the unofficial ChatGPT API. 🔥,2022-12-03
20,LazyVim/LazyVim,3159,Lua,Neovim config for the lazy,2022-12-30
21,karpathy/nanoGPT,12154,Python,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",2022-12-28
22,sourcegraph/conc,5617,Go,Better structured concurrency for go,2023-01-02
23,lencx/ChatGPT,11625,Rust,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",2022-12-07
24,humanloop/awesome-chatgpt,4713,,"Curated list of awesome tools, demos, docs for ChatGPT and GPT-3",2022-12-04
25,book-searcher-org/book-searcher,4835,TypeScript,"Easy and fast book searcher, create and search your private library.",2022-11-24
26,openai/point-e,4226,Python,Point cloud diffusion for 3D model synthesis,2022-12-06
27,google-research/tuning_playbook,15046,,A playbook for systematically maximizing the performance of deep learning models.,2023-01-18
28,atelier-anchor/smiley-sans,10036,HTML,得意黑 Smiley Sans：一款在人文观感和几何特征中寻找平衡的中文黑体,2022-11-11
29,timothybrooks/instruct-pix2pix,3266,Python,,2023-01-09
30,vincelwt/chatgpt-mac,3651,JavaScript,"ChatGPT for Mac, living in your menubar.",2022-12-01
31,lucidrains/PaLM-rlhf-pytorch,5052,Python,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,2022-12-09
32,calistus-igwilo/nitda-blockchain-scholarship,3052,HTML,Course materials for the NITDA Blockchain Scholarship,2022-12-10
33,mpociot/chatgpt-vscode,3290,TypeScript,A VSCode extension that allows you to use ChatGPT,2022-12-03
34,rawandahmad698/PyChatGPT,3180,Python,"⚡️ Python client for the unofficial ChatGPT API with auto token regeneration, conversation tracking, proxy support and more.",2022-12-05
