,full_name,stargazers_count,language,description,created_at
0,Nutlope/aicommits,1942,TypeScript,A CLI that writes your git commit messages for you with AI,2023-02-14
1,Ladeirarick/Warface-Silent-Aimbot-Skeleton-2D-Box,548,,,2023-02-18
2,Ladeirarick/CoD-Vanguard-Aimbot-with-anticipation-Without-Recoil,548,,,2023-02-18
3,Ladeirarick/Anti-release-Macro-CS-GO-RUST-PUBG-Apex-R6S-Automatic-weapon-detection,548,,,2023-02-18
4,Ladeirarick/Cod-Cold-War-Hack-Aim-Radar-Loot,548,,,2023-02-18
5,Ladeirarick/D,548,,,2023-02-18
6,shyamsn97/mario-gpt,431,Python,"Generating Mario Levels with GPT2. Code for the paper ""MarioGPT: Open-Ended Text2Level Generation through Large Language Models"" https://arxiv.org/abs/2302.05981",2023-02-14
7,freirefilipe/Wondershare-Filmora-11-Crack-2023,761,,,2023-02-18
8,freirefilipe/uTorrent-Pro-Crack-New-uTorrent-Pro-Crack-2023,762,,,2023-02-18
9,freirefilipe/Free-Spotify-Premium-Spotify-Crack-2023-Spotify-NO-ADS,762,,,2023-02-18
10,freirefilipe/Sony-Vegas-Pro-20-Crack,760,,,2023-02-18
11,freirefilipe/Microsoft-Office-Crack-Full-Version-Serial-Key-2023,761,,,2023-02-18
12,freirefilipe/KMSAuto-2023-New-Windows-Activator-8-8.1-10-11,761,,,2023-02-18
13,freirefilipe/FL-STUDIO-CRACK-2023,758,,,2023-02-18
14,freirefilipe/Crack-SurfShark-Vpn-2023,755,,,2023-02-18
15,freirefilipe/CorelDRAW-Graphics-Suite-Crack-Serial-Key,753,,,2023-02-18
16,freirefilipe/PROTON-VPN-CRACK-2023,753,,,2023-02-18
17,freirefilipe/EXPRESS-VPN-CRACK-FOR-WINDOWS,752,,,2023-02-18
18,freirefilipe/Ccleaner-PRO-FULL-CRACK-DOWNLOAD-SERIAL-KEY,749,,,2023-02-18
19,freirefilipe/AUTOCAD-CRACK-2023,748,,,2023-02-18
20,freirefilipe/Adobe-Audition-CRACK-ACTIVATION-KEY,743,,,2023-02-18
21,freirefilipe/Adobe-Premiere-Pro-2023-premiere-pro-Crack,736,,,2023-02-18
22,freirefilipe/Adobe-Photoshop-Crack-2023,734,,,2023-02-18
23,freirefilipe/Adobe-Illustrator-Crack-2023-Last-And-Full-Version,729,,,2023-02-18
24,freirefilipe/Adobe-After-Effects-Full-Crack-Keygen-,729,,,2023-02-18
25,freirefilipe/Adobe-Acrobat-Crack-Serial-Key,728,,,2023-02-18
26,vxcss/Escape-From-Tarkov-Cheat-Hack-Injector-2023,380,,,2023-02-17
27,Ladeirarick/Call-of-Duty-Warzone-2-Hack-ESP-Norecoil-Unlock-Tool,794,,,2023-02-17
28,Ladeirarick/Cheat-for-WAR-THUNDER-ARCADE-AIM-ESP-MISC,794,,,2023-02-17
29,Ladeirarick/VALORANT-HACK-AIMBOT-ESP-MORE-Valorant-Cheat-2023-Best-VALORANT-SKINCHANGER,794,,,2023-02-17
30,Ladeirarick/SYNAPSE-X-CRACKED-ROBLOX-HACK-2023-,794,,,2023-02-17
31,Ladeirarick/SEA-OF-THIEVES-HACK-AUTOGOLD-ESP-AIMBOT,794,,,2023-02-17
32,Ladeirarick/CRACK-HACK-for-SCUM-Magic-Aim-Silent-Aim-Visuals-Misc-UNDETECTED,794,,,2023-02-17
33,Ladeirarick/RUST-NEW-CHEAT-2023-ESP-AIMBOT-UNDETECTED-FREE,794,,,2023-02-17
34,Ladeirarick/CRACK-HACK-for-Rocket-League-Aimbot-ESP-Spoofer-Script-UNDETECTED,794,,,2023-02-17
35,Ladeirarick/UNDETECTED-BEST-R6-Siege-Cheat-Free-Download-2023,794,,,2023-02-17
36,Ladeirarick/UNDETECTED-HACK-FOR-PUBG-AIM-ESP-LOOT-COLORS,794,,,2023-02-17
37,Ladeirarick/LEAGUE-OF-LEGENDS-HACK-2023-SCRIPT-FOR-LoL,794,,,2023-02-17
38,Ladeirarick/Exception-HWID-Spoofer-BE-EAC-Vanguard,794,,,2023-02-17
39,Ladeirarick/CRACK-MIDNIGHT-cheat-for-GTA-5-Online-Teleport-and-Interaction-with-the-World-Griff,794,,,2023-02-17
40,Ladeirarick/Genshin-Impact-HACK-PC-UNDETECTED-ESP-Autofarm-cheat-2023,794,,,2023-02-17
41,Ladeirarick/FORTNITE-HACK-CHEAT-AIM-ESP-UNDETECTED-SOFT-AIM-2023,794,,,2023-02-17
42,Ladeirarick/EFT-HACK-ESCAPE-FROM-TARKOV-HACK-CHEATS-AIMBOT-ESP-LOOT-UNDETECTED,794,,,2023-02-17
43,Ladeirarick/Free-Premium-Dota-2-SkinChanger-Cheats-FREE-Dota-2-SkinChanger,794,,,2023-02-17
44,Ladeirarick/Dead-by-Daylight-Mod-Menu-ESP-UNLOCK-ALL-More,794,,,2023-02-17
45,Ladeirarick/Hack-for-DayZ-AIM-ESP-LOOT-MISC-2023,794,,,2023-02-17
46,Ladeirarick/Hack-for-CS-GO-LEGITBOT-ESP-AIM,795,,,2023-02-17
47,Ladeirarick/Hack-Battlefield-2042-AIM-ESP-NoRecoil,794,,,2023-02-17
48,Ladeirarick/Private-cheat-for-ARK-Survival-Evolved,794,,,2023-02-17
49,Ladeirarick/Apex-legend-Hack-Aim-Esp-Wallhack-NoRecoil-Misc,794,,,2023-02-17
50,JimboDaDuck/FUD-Launcher-VT-WD-Google-,700,,,2023-02-17
51,JimboDaDuck/Crack-Paranoid-Checker-388,700,,,2023-02-17
52,JimboDaDuck/Crack-DCRAT,700,,,2023-02-17
53,JimboDaDuck/Crack-Titan-Stealer-API-TG,700,,,2023-02-17
54,lucidrains/lion-pytorch,600,Python,"🦁 Lion, new optimizer discovered by Google Brain using genetic algorithms that is purportedly better than Adam(w), in Pytorch",2023-02-15
55,AKINTEMTJ/Atmosphere-cheat-for-Valorant-ESP-aimbot,375,,,2023-02-17
56,AKINTEMTJ/Cheat-for-R6-Atmosphere-ESP-Aimbot,375,,,2023-02-17
57,AKINTEMTJ/Rocket-League-Cheat-Atmosphere-Aimbot-ESP-Spoofer-Script,375,,,2023-02-17
58,AKINTEMTJ/Cheat-Crack-RUST-Atmosphere-ESP-Aimbot-Spoofer,375,,,2023-02-17
59,AKINTEMTJ/Atmosphere-Cheat-for-Sea-Of-Thieves-AIM-ESP,375,,,2023-02-17
60,AKINTEMTJ/Apex-Cheat-Atmosphere-Aimbot-ESP-SPoofer,375,,,2023-02-17
61,AKINTEMTJ/Private-cheat-Atmosphere-for-ARK-Survival-Evolved,375,,,2023-02-17
62,AKINTEMTJ/Atmosphere-Cheat-for-CS-GO-LEGITBOT-ESP,375,,,2023-02-17
63,AKINTEMTJ/Atmosphere-Cheat-for-DayZ-VISUAL-SILENT-AIM-STERN,375,,,2023-02-17
64,AKINTEMTJ/Atmosphere-FallGuys-PrivateCheat,375,,,2023-02-17
65,AKINTEMTJ/Fortnite-Cheat-Atmosphere-Aimbot-ESP,375,,,2023-02-17
66,AKINTEMTJ/Atmosphere-Cheat-EFT-Aimbot-ESP-SPoofer,375,,,2023-02-17
67,AKINTEMTJ/Genshin-Impact-Cheat-Atmosphere-Hack-Undtected,375,,,2023-02-17
68,AKINTEMTJ/Atmosphere-LoL-CHEAT,375,,,2023-02-17
69,AKINTEMTJ/COD-MW2-Cheat-Atmosphere-ESP-Aimbot-SPoofer,375,,,2023-02-17
70,AKINTEMTJ/Atmosphere-Undetected-CHEAT-for-PUBG,375,,,2023-02-17
71,AKINTEMTJ/RobloxInjector-V2.0-BUILD,374,,,2023-02-17
72,AKINTEMTJ/Atmosphere-Cheat-for-Stalcraft-WH-Chams-Speedhack-FB,375,,,2023-02-17
